sentence1,sentence2,label
2微众银行app,一打开微众APP，不是我登录的那个QQ号，我问怎么进入我登录的那个QQ号，来登录？,0
微信里面的钱不能还款？,我还款012还是存微信红包里啊？,0
更改电话号,更改手机,1
想请问一下我上面显示是未通审核要求是什么意思？有什么要求吗？,电核,0
提示即将开发是什么意思,没借款，怎么有这提醒呢,0
打电话没接到能再打过来玛,刚才错过了电话，现在一直在等,1
为什么我卡里有钱提前还款总是失败,为什么我提前还款失败呀！我银行卡里面余额充足呀！,0
如何提升额都,如何提升额(⊙o⊙)…,1
为什么9号还款的到现在还没有,个个朋友都在晒额度，就我没有,0
查询账户,非日常消费行为指哪些？,0
还款日当天存钱,还款日第二天还可以吗？,0
我换卡了怎么办,更改还款账号,1
利息是吗,还清全部借款后还会产生利息吗,0
什么时间还款,什么时候还款,1
想提前还清,请问提前还清会影响额度吗,0
qq微粒贷和微信上面有什么区别,qq微粒贷在那里啊,0
我是建设银行啊,支持的银行可以借款吗,1
什么时候可以出贷呀,什么时候才可以提升借款额度,0
你好我可以借钱吗,你好杂借钱,0
100元一个月出多少利息,10万利息多少,0
怎么更改预留手机号码,如何更换手机号码,1
借三千多久能拿到钱啊,借款后几天到帐,1
为什么微粒贷显示未通过,为什么前几次借款能通过现在不通过呢？,0
信息填写,信息输错不能借款怎么办,0
为什么显示未通过,人品值哪里有显示,0
我提前还款了还可以再借吗,5如何提前还娟,0
我如果借了款之后现在提前还清后额度还会有吗？,你好 提前还清贷款之后额度会提高吗,0
如果我现在借款，什么时候是我的还款日呢？,还款是每个月的几号？,1
你电话号码是,现在打电话给总客服号码多少,1
为什么我的凌晨不会扣钱？,0.05%利15000元一天要还多少钱,0
为什么总是没额度,为什么从开始到现在一直没额度,1
现未到,什么时候扩展到我啊！我急需资金创业,0
电话没接到，去卫生间了啊,没接到电话,0
临时急用款，一周还利息怎么算,日利息,1
想下载app,aqq下载 微粒贷,0
20月还钱,下个月还可以不,1
我得微粒贷图标怎么消失了,怎麽我的微粒代不见了,1
一般都是在还款日什么时候才开始扣款,1号借款是几号还款,0
你经常用微信转账怎么没微,何时成为客户,0
我想关闭此功能,如何关闭此功能,1
还款失败了啊,五点前还款失败,1
为什么我没有微粒代,怎么我微信还没有微粒贷呀,1
怎么换手机号码,怎么更改手机号,1
QQ里面微粒贷开通了怎么关闭,取消开通,1
为么我没微粒贷,不能贷款,0
一星期还怎么算,什么时候不能提前还清,0
是不是所有能上网的手机都可以开通微粒贷公众平台 我一个朋友的手机上没有借款,有无规定是苹果系统才可以贷,1
支持那几家银行？,农行支持吗,1
珠海的华润万家支持吗？,提现,0
10月账单,10月份帐单,1
提交申请多长时间会打电话给我,这个电话什么时候打来？,1
提前还款需要交剩下月份的利息么？,提前还款受银行卡交易限额限制吗,0
我现在QQ没有微粒贷 可以申请开通吗,我没有微粒贷，能推送给我吗？/抓狂,1
借款支付密码又回验证码老是重复,为什么我借款收不到手机验证除非用我的卡密码之后才能收到然后还是失败,1
为什么我微信里没有,怎么成为微粒贷客户,0
我我用招商银行卡可以吗,我是工商银行的卡，支持吗,1
多少罚金,到期日17日，现在还利息怎么收？,0
微粒贷免息券,怎么获得免息优惠卷,1
一千块钱，一天多少钱,一开始你们微粒贷款多少钱,0
1万利息是多少,七天免息期怎么计算日子？,0
逾期怎么算罚款？,欠款金额,0
你好我想取消刚才那笔借款怎么操作,你好借的款是只可以刷卡消费，还是可以取现用?,0
多笔贷款利息,多笔借款利息多少,1
分期怎么还,一定是分期还款吗,0
利息怎么计算，是不是本息还完就不用产生利息。,利息多少,1
需要结清证明,我把之前的一笔还清了还能贷吗,0
查看帐单,或者账单,1
逾期一周利息,逾期10天，利息多少,1
点了开不了,开不了户肯定就不一样了,1
免违约金是什么,我的微信为啥没有贷款这一功能,0
我提前还款后，多长时间可以再借,提前还款能否提升信用额度,0
麻烦把我的微米关了,我要取消我的微粒贷,1
微信上找不到微粒贷,开通微粒贷需要什么条件,0
总么还款失败呢,还款失败没事吧,1
为什么我银行上有钱，还是扣款失败,你好，我的卡上余额充足，为什么会扣款失败,1
能把还款日推迟一日吗,还款日期能否延迟,1
为什么我的钱没到账,为何收不到电话,0
今天用QQ怎么登陆不了？,今天app 怎么一直登录不上,1
我3号还款为什么没有扣啊,我3月2号有还款，怎么没有记录,0
开通微粒带,当天申请较晚 通常是几点,0
提前全额还款就不用支付利息了吗,还有个想法就是把你这边一次性还了，必竟有时怕忙忘还，、,1
微粒贷何时会邀请我,一周年不放名额,0
为什么开通没额度？？？,为什么有入口点进去没有额度,1
亲昨天我申请了借款需要才可以到账,二次借贷，需要多长时,0
找不到入口,借款没回复,0
借款可以用于交房租吗？,我什么时候有这个功能,0
我提前还款可以分批还吗,我提前还款了，无法借款,0
你好 微粒贷借款到最后手机号码验证 号码换过跟现在不同 怎么过,如何更改验证的电话号码？,1
我想问下，怎么记利息,你好想问下，哪个利息是安天算的嘛,0
在QQ上借了500，找不到还钱软件了,借款,0
如果将原来的电话号码改成现在的电话号码呢？,修改手机号码,1
借款银行卡,微粒贷和微众银行有什么关系,0
比如我借款时分了5个月返还，但我一个星期后有能力把全款返还，那利息怎样计？,请问我在规定时间内提前把钱还了，利息怎么算,1
又一年了，怎么还是没有微粒贷,名额不给我,1
刚刚误操作进行了借款可以取消吗,借款后如何取消授信,0
为什么到最后出现借款失败,为什么我的借款一直说失败,1
怎么样撤销贷款,想取消借款订单,1
开通微粒号,开通借款,0
单笔提现必须大于500吗？,微信里的钱忘记提现！！,0
今天微众银行登录不上，请问怎么回事啊？,为什么不能从微信转账到微众银行呢？,0
我关注了你们微粒贷，但是我的微信钱包里没有微粒贷,我什么时候会收到邀请,0
一次性还清可以不,你好 我想问一下  我要是借钱后  可以一次性还清吗？,1
还款可以最后一次性还清吗,提前还清,1
什么时候可以借款呢,什么时候可以借出来,1
为啥借贷失败？,再次借款失败,1
可以分36期吗,4500分十期呢,1
帮我查询一下我的账单是否有问题,为什么消费那么多都没有 怎样开通,0
1微利贷什么时候开通,为什么我没有收到激请,0
下个月可以提前还完吗,以前借贷提前还清了，额度是能马上恢复的吗？能否继续借贷,0
多久才提额,多久会再度提升？,1
借钱,哪有菜单,0
上午扣款没成功，再次扣款几点,不是17:00要扣款，怎么还没有扣,1
最高额度多少,为什么我没有额度,0
借款，无法获取验证码,不能发验证码到新挷定的手机号,0
上面有钱啊为啥还不了,如果还快是不是卡里有钱每个月自动扣除？,0
微众银行？什么意思？,啥叫APP,0
好的。我想问。我这四千用了五天就还您啦。怎么算利息啊。,利率,0
借一万一个月利息多少钱,利息多少,0
你们的客服电话号码是？,客服电话为什么打不通呢？,0
怎么满足微众银行的审批要求,为什么不符合审批要求,1
下午前冲进去了什么时候扣款,QQ微粒贷怎么修改自动扣款银行卡,0
微信里面的钱不能还款？,贷款的钱是到微信钱包呢还是到银行卡,0
人工服务我在使用微粒贷的过程中每次输入密码和验证码过后会自动跳回输入密码界面不停往复循环如图,为什么总是让我输入密码验证身份,1
不是说三分钟到账？为什么现在还没,17点扣款，到现在没扣,0
比如我借1000元，5天后全部还清，需要支付多少,我还要还几次才能还清,0
不是微利贷邀请的客人就不能借款,为什么QQ开通了微粒贷，QQ绑定的这个微信号没有微粒贷入,0
从什么时候开始计算利息，还款当天还有利息？,如果今天借款 什么时候还款不需要利息,0
多会儿能下款,都兩年了…什麼時候可以全面開通,0
获取更多菜单,买黄金跟你们的差价怎不一样,0
逾期,不还了,0
10号凌晨扣款，我的怎么没扣呢？,您好我今天还款怎么还没有扣啊,1
咋不邀请我,呵呵，什么时候才能我们才能有缘分,0
电话确认一般要多久才会打,你好，我申请的，多久会回电？,1
验证的手机号怎么更改,更换手机号,1
APP登录不了,下载了仍然无法登录。,1
不是邀请的如何贷款？,我想问一下，不是同一天借的钱怎么还,0
我怎么申请不到微粒贷,开通方法,1
怎么别人有信用额度，我的怎么没有,一直没有额度,1
总和评估未通过，无法查看额度,怎么我的查看不到额度？,1
电话打来未接到 什么时候再打来,电话没接到，多久会重打,1
如何换银行卡还款,可以更换还款银行吗,1
怎么利息,怎么记息,1
我要受邀请,怎么才能邀请我,1
不按时还款会怎样,如是到期没能还上咋办,1
可以把钱提现吗,取消关注，充值余额怎么转回银行卡,0
什么时候可以开通,么时候开通,1
看不到额度，是怎么回事,提前还清了为什么没有额度了呢,0
